id,title,date_added,release_year,score
as7634,death and compromise,,2021,3.5
as7635,daphne,,2007,3.5
as7636,cut the rope: learn english with om nom (volume 2),,2021,3.5
as7637,coup!,,2006,3.5
as7638,colorful colorado,,2012,3.5
as7639,clown motel vacancies,,2018,3.6
as764,the amish and the reformation,,2017,3.6
as7640,checkmate,,2021,3.4
as7641,center stage: turn it up,,2008,3.5
as7642,burton and taylor,,2013,3.5
as7643,brazen hussies,,1996,3.5
as7644,born kicking,,1992,3.7
as7645,born equal,,2006,3.4
as7646,bookmark: selected exits,,1993,3.6
as7647,bloodthirsty,,2021,3.5
as7648,black easter,,1995,3.6
as7649,black and white,,2000,3.5
as765,the americans,,2018,3.5
as7650,bill winston ministries draft,2021-08-21,2020,3.5
as7651,bel ami,,2012,3.5
as7652,beat the devil,,1953,3.6
as7653,awakening the zodiac,,2017,3.6
as7654,arms of my enemy,,2007,3.5
as7655,all things bright and beautiful,,1994,3.6
as7656,three roses,,2003,3.5
as7657,the white orchid,,2018,3.5
as7658,the flock,,2007,3.6
as7659,reunion of champions,,2021,3.6
as766,the american west,,2016,3.5
as7660,pioneer,,2014,3.6
as7661,neela malargal,,1979,3.6
as7662,kalathur gramam,,2017,3.6
as7663,cruel train,,1996,3.5
as7664,count dracula,,1977,3.5
as7665,copenhagen,,2002,3.5
as7666,alaigal oivathillai,,1981,3.6
as7667,the whistleblower,,2011,3.6
as7668,spiked,,2021,3.5
as7669,mulberry street,,2008,3.5
as767,the american dream project,,2015,3.5
as7670,mr. wise guy,,1942,3.5
as7671,lower learning,,2008,3.5
as7672,ju-on: the grudge,,2004,3.6
as7673,falling for destiny,,2020,3.6
as7674,delicatessen,,1992,3.5
as7675,crimes of the heart,,1987,3.7
as7676,bit,,2020,3.6
as7677,appuvinte sathyanweshanam,,2019,3.5
as7678,"wrong place, wrong time",,2021,3.6
as7679,stories we tell,,2013,3.6
as768,the american civil war: a union divided,,2019,3.5
as7680,shall we play?,,2021,3.5
as7681,sankarabharanam,,2015,3.5
as7682,rifftrax: frankenstein island,,2012,3.6
as7683,my zoe,,2021,3.5
as7684,kansas city,,1996,3.6
as7685,into dust,,2021,3.6
as7686,god raiga vs king ohga,,2021,3.5
as7687,black butterfly,,2017,3.5
as7688,ye nimishaniki yemi jaruguno yevaru oohinchedaru,,2021,3.6
as7689,walking target - a crime caper classic from 1960,,1960,3.6
as769,the amazing world of war machines,,2008,3.5
as7690,track of the vampire,,2021,3.6
as7691,three summers,,2020,3.5
as7692,thooral ninnu pochchu,,1982,3.5
as7693,they stole the bomb,,2021,3.5
as7694,the scoundrels,,2018,3.5
as7695,the maitlands,,1993,3.6
as7696,the lost world,,2001,3.5
as7697,the last house on the street,,2021,3.6
as7698,the healer,,1994,3.6
as7699,the habit of beauty,,2016,3.6
as77,wonderful nursery rhymes with mia - little baby bum,,2019,3.6
as770,the amazing world of aviation series - 13-part,,2013,3.5
as7700,the great kandinsky,,1995,3.5
as7701,the glass house,,1972,3.5
as7702,the clothes in the wardrobe,,1993,3.5
as7703,the angry red planet - original version of the sci-fi classic!,,1959,3.5
as7704,the adventures of robert louis stevenson,,2005,3.6
as7705,stranger from shaolin,,1977,3.5
as7706,spy smasher returns - a feature version of the classic serial,,1942,3.5
as7707,spring,,2021,3.6
as7708,sinbad,,2012,3.4
as7709,she was so pretty,,2016,3.5
as771,the amazing race,,2017,3.6
as7710,sengottai,,1996,3.5
as7711,seithithaal,,2021,3.5
as7712,"rory calhoun in ""the big caper"" - a bank heist film noir classic!",,1957,3.5
as7713,"robert mitchum in ""thunder road"" - an action epic loaded with classic cars!",,1958,3.5
as7714,"robert mitchum & julie london in ""the wonderful country"" - a technicolor western classic",,1959,3.5
as7715,raymond & miguel,,2017,3.6
as7716,raising jeffrey dahmer,,2006,3.5
as7717,podhuvaga emmanasu thangam,,2017,3.5
as7718,pishachini,,2021,3.5
as7719,peeping tom,,1962,3.5
as772,the amazing adventure,,1937,3.6
as7720,outside the law,,2002,3.5
as7721,now go build with werner vogels,,2020,3.5
as7722,murderous trance,,2018,3.5
as7723,mia meets morgenrot,,2020,3.5
as7724,manal kayiru 2,,2016,3.6
as7725,killing me softly,,1996,3.5
as7726,katha nayagan,,2017,3.5
as7727,karma cartel,,2014,3.5
as7728,kadhal kasakuthaiya,,2017,3.6
as7729,kadavul irukaan kumaru,,2016,3.6
as773,the aliens,,2016,3.4
as7730,kadamban,,2017,3.6
as7731,it might be you,,1995,3.6
as7732,insomnia manica,,2005,3.5
as7733,in your dreams,,1997,3.6
as7734,i went down,,1999,3.5
as7735,"hugh o'brian in ""the brass legend"" - a western action classic",,1956,3.5
as7736,hi life,,1998,3.6
as7737,hell on wheels,,1967,3.6
as7738,he who lives in hidden lakes,,2019,3.5
as7739,hawkins,,2001,3.5
as774,the african queen,,1952,3.5
as7740,green-eyed monster,,2001,3.5
as7741,golden mistress - an action adventure voodoo thriller,,1954,3.6
as7742,go now,,1995,3.6
as7743,gentleman thief,,2001,3.5
as7744,"gary cooper in ""return to paradise"" - the south pacific adventure classic!",,1953,3.5
as7745,friends family & lovers,,2019,3.4
as7746,flowers of the forest,,1996,3.5
as7747,evil everywhere,,2021,3.5
as7748,every time i die,,2019,3.5
as7749,enakku vaaitha adimaigal,,2017,3.5
as775,the affairs of cappy ricks,,1937,3.6
as7750,"eartha kitt & sammy davis jr. in ""anna lucasta"" - all black cast classic!",,1958,3.5
as7751,dark room,,2020,3.6
as7752,cortez,,2015,3.5
as7753,conjuring the genie,,2021,3.5
as7754,cherished,,2005,3.4
as7755,chennai 600028 ii,,2016,3.5
as7756,care,,2000,3.5
as7757,bright hair,,1997,3.6
as7758,breakout,,2013,3.6
as7759,breakable you,,2018,3.5
as776,the affair,,2019,3.5
as7760,bluestone four two,,2015,3.5
as7761,bluestocking crimes: don't leave me this way,,1993,3.5
as7762,blue/orange,,2005,3.5
as7763,bliss,,1995,3.5
as7764,beyond the barrier - the classic sci-fi shocker!,,1960,3.5
as7765,beauty and the beast,,2010,3.6
as7766,"barbara stanwyck & sterling hayden in ""crime of passion"" - a film noir classic",,1956,3.5
as7767,bambino mio,,1994,3.6
as7768,bad boy blues,,1996,3.5
as7769,babs,,2017,3.6
as777,the adventures of tintin,,2019,3.5
as7770,anuraag,,1972,3.5
as7771,"anatomy of a psycho - the paranoia schlock classic, uncut!",,1961,3.5
as7772,ammani,,2016,3.5
as7773,a little water,,2021,3.6
as7774,a breed of heroes,,1994,3.6
as7775,5 souls,,2013,3.5
as7776,winner take all,,1975,3.6
as7777,wallpaper,,2020,3.4
as7778,ulkuthu,,2017,3.6
as7779,theeviram,,2020,3.5
as778,the admiral was a lady,,1950,3.5
as7780,the secret life of the world's busiest airport,,2018,3.5
as7781,the rev,,2021,3.6
as7782,the million dollar hotel,,2000,3.4
as7783,the gigglebellies: monster trucks,,2019,3.6
as7784,the dark room,,1999,3.6
as7785,the color of time,,2014,3.5
as7786,stand-up shorts,,2021,3.5
as7787,stalled,,2013,3.4
as7788,secret life of the long-haul flight,,2017,3.6
as7789,raja ranguski,,2018,3.5
as779,the a word,,2016,3.5
as7790,patra vaitha nerupondru,,2020,3.5
as7791,packed to the rafters,2021-08-26,2013,3.5
as7792,oh my kadavule,,2020,3.6
as7793,nethraa,,2019,3.5
as7794,nervous energy,,1995,3.6
as7795,nee naan nizhal,,2014,3.5
as7796,mumbai diaries,,2021,3.6
as7797,memories of reality,,2021,3.5
as7798,megiddo: the omega code 2,,2001,3.5
as7799,meendum oru mariyathai,,2020,3.6
as78,wonderful nursery rhymes with jacus - by little baby bum,,2019,3.5
as780,"the 5th king- iran ""the blade"" barkley story",,2019,3.5
as7800,measure for measure,,1994,3.5
as7801,lovecraft: fear of the unknown,,2020,3.5
as7802,leap of faith,,2021,3.5
as7803,kural kumaran | குரல் குமரன் | mahendran k | comedy | romantic,,2021,3.4
as7804,king girl,,1996,3.5
as7805,kidloom songs,,2021,3.5
as7806,johnny,,2018,3.5
as7807,into the fire,,1996,3.6
as7808,hostage,,2021,3.5
as7809,home invasion,,1997,3.5
as781,the 36th chamber of shaolin,,1978,3.5
as7810,heart surgeon,,1997,3.6
as7811,great moments in aviation,,1995,3.6
as7812,goliath,2021-08-26,2021,3.5
as7813,gigglebug,,2017,3.6
as7814,genghis cohn,,1994,3.5
as7815,friday on my mind,,1992,3.5
as7816,destined to ride,,2018,3.5
as7817,degrees of error,,1995,3.6
as7818,defendor,,2010,3.6
as7819,dead ringers,,1988,3.5
as782,that uncertain feeling,,1941,3.5
as7820,danny,,2020,3.6
as7821,cocktail,,2020,3.5
as7822,century,,1996,3.5
as7823,byron,,2003,3.5
as7824,blackeyes,,1989,3.6
as7825,bhaskar oru rascal,,2018,3.5
as7826,bedtime stories for kids,,2021,3.5
as7827,alice in panchalinadu,,2021,3.5
as7828,abhiyum anuvum,,2018,3.6
as7829,a mothers testimony,,2001,3.5
as783,that sugar film,,2015,3.5
as7830,a fatal inversion,,1992,3.6
as7831,welcome to happiness,,2016,3.5
as7832,unwanted guest,,2017,3.5
as7833,tiny dancers,,2021,3.5
as7834,these old broads,,2001,3.5
as7835,the breed,,2001,3.5
as7836,sawan ki ghata,,1966,3.5
as7837,rupi kaur live,,2021,3.5
as7838,rifftrax: breaker breaker,,2013,3.6
as7839,ride on time,2021-08-27,2021,3.5
as784,thappad (4k uhd),,2020,3.6
as7840,paranormal signs investigations,2021-08-27,2021,3.5
as7841,padaiveeran,,2018,3.5
as7842,paar magaley paar,,1963,3.6
as7843,my magic pet morphle - songs for kids,,2021,3.6
as7844,my little sweet pea,,2021,3.5
as7845,"mother, may i sleep with danger",,1996,3.6
as7846,mardi gras: spring break,,2010,3.6
as7847,knockdown,,2010,3.5
as7848,kazhugu 2,,2019,3.5
as7849,kalam,,2003,3.6
as785,thappad,,2020,3.5
as7850,jarugandi,,2018,3.5
as7851,iron monkey 2,,2012,3.7
as7852,house owner,,2019,3.6
as7853,hattie,,2011,3.5
as7854,guigo offline,,2017,3.6
as7855,funny face,,2021,3.6
as7856,freelancers: mexico,,2019,3.5
as7857,fernando 4k uhd (dubbed),2021-08-27,2021,3.5
as7858,fernando 4k uhd,2021-08-27,2021,3.5
as7859,fernando (dubbed),2021-08-27,2021,3.5
as786,thao and the get down stay down,,2011,3.5
as7860,fernando,2021-08-27,2021,3.5
as7861,faith of my fathers,,2005,3.5
as7862,embryo,,2021,3.5
as7863,doorman,,2019,3.5
as7864,different,,2021,3.5
as7865,devour,,2004,3.5
as7866,devi 2,,2019,3.5
as7867,deceit,,2006,3.6
as7868,crush,,2002,3.5
as7869,conspiracy,,2008,3.5
as787,texas rising,,2015,3.5
as7870,college kumar,,2021,3.5
as7871,circle,,2020,3.5
as7872,breaking wind,,2012,3.5
as7873,blippi explores a water park!,,2021,3.5
as7874,biskoth,,2020,3.5
as7875,annanukku jai,,2018,3.5
as7876,wedding wars,,2006,3.5
as7877,vex,,2021,3.4
as7878,varmaa,,2020,3.4
as7879,the perfect husband,,1993,3.5
as788,texas legionaires,,1943,3.5
as7880,the diamond arm,,1968,3.6
as7881,tempt raja,,2021,3.5
as7882,sniper: ultimate kill,,2017,3.6
as7883,scandal sheet 1952 crime drama thriller film noir classic mystery,,1952,3.6
as7884,poola rangadu,,2012,3.6
as7885,love lies bleeding,,2008,3.6
as7886,kalyana parisu,,1959,3.6
as7887,jezebel's kiss,,1990,3.6
as7888,it had to be you,,2000,3.5
as7889,in the cold light of day,,1994,3.5
as789,testing title - parichey is using this title,,2020,3.5
as7890,if paris downcast,,2018,3.5
as7891,give up the ghost,,2021,3.5
as7892,ghost town,,2008,3.6
as7893,for hope,,1996,3.6
as7894,family reunion,,2003,3.5
as7895,dragon half,,1993,3.5
as7896,cruel intentions 2,,2000,3.5
as7897,cover versions,,2018,3.5
as7898,angulika,,2021,3.5
as7899,age of treason,,1994,3.5
as79,wonder balls,,2015,3.6
as790,terrordactyl,,2016,3.5
as7900,9 stacks,,2021,3.6
as7901,12b,,2001,3.4
as7902,yemaali,,2018,3.4
as7903,the speed reporter 1936 crime drama thriller film noir classic mystery,,1936,3.5
as7904,the harvard psychologist,,2021,3.5
as7905,the good night,,2007,3.6
as7906,the courier (2021) (4k uhd),,2021,3.5
as7907,the courier (2021),,2021,3.5
as7908,super wings,2021-08-29,2019,3.5
as7909,sugar daddy,,2021,3.5
as791,terror by night,,1946,3.6
as7910,quota,,2020,3.5
as7911,queen marie,,2021,3.5
as7912,out of bounds,,1986,3.5
as7913,one more saturday night,,1986,3.5
as7914,noxious 2,,2021,3.5
as7915,monty & co,,2020,3.5
as7916,montana,,1998,3.4
as7917,max and me,,2020,3.6
as7918,madhoshi,,2004,3.6
as7919,lake michigan monster,,2019,3.6
as792,tennessee queer,,2014,3.5
as7920,konga,,1961,3.5
as7921,henri,,1994,3.6
as7922,fist of the red dragon,,1993,3.5
as7923,fahim anwar: there's no business like show business,,2017,3.7
as7924,eight hours from paris,,1997,3.5
as7925,dhilluku dhuddu 2,,2019,3.6
as7926,crooked arrows,,2012,3.5
as7927,crawl,,2011,3.5
as7928,closure,,2008,3.5
as7929,army of one,,2020,3.5
as793,tenkai knights - rise of the knights,,2014,3.6
as7930,action figure adventure,,2020,3.5
as7931,absence of the good,,1999,3.5
as7932,a perfect day,,2006,3.5
as7933,welcome the stranger,,2018,3.5
as7934,unmaad,,2018,3.6
as7935,the witch of kings cross,,2020,3.6
as7936,the entitled,,2011,3.4
as7937,the brightons,,2021,3.6
as7938,the american,,1998,3.6
as7939,the aggression scale,,2012,3.5
as794,tenkai knights,,2014,3.5
as7940,silukkuvarupatti singam,,2018,3.6
as7941,roger corman's operation rogue,,2014,3.5
as7942,once upon a time in china iv,,1993,3.5
as7943,on strike for christmas,,2010,3.6
as7944,lovesick,,2017,3.5
as7945,lost horizon,,1973,3.5
as7946,lakshmi,,2018,3.6
as7947,lake placid: the final chapter,,2012,3.5
as7948,kanarie,,2019,3.5
as7949,i love you phillip morris,,2010,3.5
as795,templar nation,,2013,3.5
as7950,hell at my heels,,2012,3.6
as7951,girl chill,,2021,3.6
as7952,fabulous bagel boys,,2001,3.5
as7953,clive barker's the plague,,2006,3.6
as7954,barsaat ki ek raat,,1981,3.5
as7955,barrabas,,1962,3.5
as7956,a chinese ghost story,,1987,3.5
as7957,the torture chamber of dr. sadism,,1967,3.6
as7958,the last time,,2006,3.5
as7959,teary of love,,2021,3.6
as796,telmo and tula: volume 3,,2016,3.5
as7960,solace,,2019,3.6
as7961,shutterspeed,,2000,3.5
as7962,pink floyd - the making of the dark side of the moon (classic album),,2003,3.4
as7963,parasakthy,,2021,3.6
as7964,painkiller,,2020,3.5
as7965,nuttiest nutcracker,,1999,3.6
as7966,murder in paradise,,1990,3.6
as7967,method to the madness of jerry lewis,,2013,3.6
as7968,"joan collins and richard egan in ""esther and the king"" - a classical biblical epic!",,1960,3.6
as7969,isis-enemies of humanity,,2017,3.5
as797,tell me your secrets,,2021,3.6
as7970,i am woman,,2012,3.5
as7971,for pete's sake,,1974,3.5
as7972,fair play,,2014,3.5
as7973,eternal beauty,,2020,3.5
as7974,death flight,,1977,3.6
as7975,american virgins,,2014,3.5
as7976,a chinese ghost story ii,,1990,3.4
as7977,young frankenstein,,1974,3.4
as7978,winter night in gagra,,1985,3.6
as7979,winning of the west,,1953,3.4
as798,tel aviv on fire,,2019,3.6
as7980,win by fall,,2012,3.5
as7981,where the day takes you,,1992,3.6
as7982,wagon team,,1952,3.5
as7983,vivandière,,2021,3.7
as7984,veerathirumagan,,1962,3.5
as7985,vasanthi,,1988,3.5
as7986,thy neighbor,,2018,3.5
as7987,the waiting list,,2009,3.6
as7988,the scarlet pirate,,2020,3.5
as7989,the rocket,,2020,3.5
as799,teenkahon,,2014,3.6
as7990,the privileged,,2013,3.5
as7991,the princess and the marine,,2001,3.5
as7992,the prayer list,,2020,3.5
as7993,the mare,,2021,3.5
as7994,the legend of bagger vance,,2000,3.5
as7995,the last face,,2017,3.6
as7996,the fog (1980),,1980,3.4
as7997,the californians,,1959,3.6
as7998,the bygone,,2019,3.6
as7999,the boy,,2015,3.6
as8,grease live!,2021-03-30,2016,3.5
as80,women of valor,,1986,3.6
as800,teenage bank heist,,2012,3.5
as8000,the boss,,2006,3.6
as8001,thatrom thookrom,,2020,3.5
as8002,tappinchukoleru,,2021,3.6
as8003,sri valli,,1945,3.5
as8004,soorakottai singakutti,,1983,3.5
as8005,sonthakkaran,,1989,3.5
as8006,sister code,,2015,3.6
as8007,silver city,,2004,3.5
as8008,sicko,,2007,3.5
as8009,sema thimiru,,2021,3.5
as801,teen wolf,,2017,3.5
as8010,seetharamudu,,2006,3.6
as8011,sahodari,,1959,3.6
as8012,revolt of the zombies,,1936,3.5
as8013,priyasakhi,,2005,3.5
as8014,prawaas,,2020,3.5
as8015,physical evidence,,1989,3.5
as8016,phat beach,,2006,3.5
as8017,panam padaithavan,,1965,3.5
as8018,oru adaar love,,2019,3.5
as8019,once upon a time in china v,,1994,3.5
as802,teen lust,,2015,3.4
as8020,once upon a time in china,,1991,3.6
as8021,nomads,,2020,3.5
as8022,no way jose,,2015,3.5
as8023,night stage to galveston,,1952,3.5
as8024,new providence,,2021,3.5
as8025,nasha (kannada),,2021,3.4
as8026,liz: the elizabeth taylor story,,1995,3.6
as8027,lies in plain sight,,2010,3.6
as8028,lake placid 3,,2010,3.6
as8029,kudiyirundha koyil,,1968,3.5
as803,ted bundy: falling for a killer,,2020,3.5
as8030,kaul manacha,,2016,3.5
as8031,just a gigolo,,1978,3.6
as8032,ja (telugu),,2021,3.6
as8033,indiscreet (1958),,1958,3.5
as8034,i am durán,,2019,3.4
as8035,hey jude,,2018,3.5
as8036,hell's fury: dead or alive,,2012,3.5
as8037,heavy metal 2000,,2000,3.6
as8038,future is wild,,2008,3.5
as8039,final descent,,1997,3.6
as804,technological marvels of the ancient world,,2005,3.6
as8040,fast getaway,,1991,3.6
as8041,eddie izzard: definite article,,1996,3.6
as8042,digging to death,,2021,3.6
as8043,days of the bagnold summer,,2021,3.5
as8044,cool money,,2005,3.5
as8045,concrete plans,,2021,3.6
as8046,christmas on division street,,1991,3.6
as8047,charlie chaplin 2,,2019,3.5
as8048,chandni multiple test 3,,2016,3.5
as8049,breakout (1975),,1975,3.5
as805,tear the roof off: the untold story of parliament funkadelic,,2019,3.5
as8050,bonku babu,,2014,3.5
as8051,bhopal:a prayer for rain,,2016,3.5
as8052,bearry,,2021,3.6
as8053,barbed wire,,1952,3.5
as8054,bad impulse,,2020,3.5
as8055,apache country,,1952,3.5
as8056,annie: a royal adventure,,1995,3.5
as8057,and god created woman,,1988,3.5
as8058,a woman named jackie,,1991,3.5
as8059,a taste of jupiter,,2005,3.6
as806,team umizoomi,,2012,3.6
as8060,a memory in my heart,,1999,3.5
as8061,a distant place,,2010,3.4
as8062,a chinese ghost story iii,,1991,3.6
as8063,zombie king,,2016,3.5
as8064,yellow brick road,,2010,3.5
as8065,welcome to zama,,2020,3.6
as8066,wah wah,,2006,3.5
as8067,varsity punks,,2019,3.6
as8068,vanmam,,2014,3.5
as8069,unauthorized,,2010,3.5
as807,"team hot wheels, skills to thrill",,2019,3.4
as8070,true blue,,2001,3.5
as8071,traffic,,2001,3.5
as8072,top gear (uk),2021-09-02,2018,3.5
as8073,the turn of the screw,,2009,3.6
as8074,the survivors,,1983,3.6
as8075,the river murders,,2011,3.5
as8076,the nightstalker,,2009,3.5
as8077,the next hit,,2008,3.6
as8078,the king of marvin gardens,,1972,3.5
as8079,the king maker,,2007,3.5
as808,"team hot wheels, build the epic race",,2019,3.5
as8080,the deaths of ian stone,,2007,3.5
as8081,the awkward comedy show,,2010,3.5
as8082,the alamo,,2004,3.6
as8083,tai pan,,1986,3.6
as8084,survival code,,2014,3.5
as8085,"surrender, dorothy",,2006,3.6
as8086,superchamp returns,,2018,3.5
as8087,sister mary explains it all,,2001,3.6
as8088,sinna mapplai,,1993,3.5
as8089,scenes of a sexual nature,,2006,3.5
as809,tayo the little bus,,2019,3.5
as8090,scare campaign,,2016,3.6
as8091,saturday marijuana eyez,,2017,3.6
as8092,santa who?,,2000,3.6
as8093,romeo and juliet,,2013,3.5
as8094,roger dodger,,2002,3.5
as8095,robocop: prime directives-resurrection,,2001,3.5
as8096,robocop: prime directives-crash and burn,,2001,3.5
as8097,ric flair: wrestling unreleased,,2019,3.6
as8098,revenge of the middle-aged woman,,2004,3.5
as8099,retreat,,2011,3.6
as81,woman of desire,,1994,3.6
as810,tattoo nation,,2016,3.5
as8100,resistance,,2007,3.5
as8101,redcon-1,,2019,3.6
as8102,population 436,,2006,3.5
as8103,pokémon 3: the movie,,2001,3.5
as8104,planet of the apes (2001),,2001,3.4
as8105,patriot games,,1992,3.5
as8106,operation avalanche,,2016,3.5
as8107,once upon a time in china iii,,1993,3.6
as8108,now is good,,2013,3.6
as8109,nightlight,,2015,3.5
as811,tattletales,,1974,3.5
as8110,night things,,2010,3.6
as8111,nick cannon: mr. showbiz,,2011,3.6
as8112,next door,,1994,3.6
as8113,nemesis game,,2003,3.5
as8114,mutants,,2008,3.6
as8115,maximum security,,1990,3.5
as8116,max,,2002,3.5
as8117,mara,,2018,3.6
as8118,magical bedtime stories,,2021,3.5
as8119,lust,,2021,3.5
as812,tarzan the fearless,,1933,3.7
as8120,lost: mh370,,2014,3.6
as8121,light sleeper,,1992,3.5
as8122,lawless frontier,,2012,3.6
as8123,kill for me,,2013,3.5
as8124,kasak rahay gi,,2018,3.5
as8125,k9 adventures - legend of the lost gold,,2014,3.3
as8126,june falling down,,2018,3.6
as8127,jarretts,,2021,3.6
as8128,iruvar ullam,,2021,3.6
as8129,insta famous,,2021,3.5
as813,tarzan and the trappers,,1958,3.5
as8130,insanitarium,,2008,3.5
as8131,i still know what you did last summer,,1998,3.5
as8132,heist,,2001,3.5
as8133,haunting of helena,,2012,3.6
as8134,glass house: the good mother,,2006,3.5
as8135,ghost watcher 2,,2005,3.6
as8136,ghost cat,,2004,3.5
as8137,extracurricular,,2020,3.6
as8138,excision,,2012,3.5
as8139,ed gein: the butcher of plainfield,,2007,3.6
as814,target for tonight,,1941,3.7
as8140,disconnect,,2013,3.6
as8141,devil's snare,,2021,3.5
as8142,detention (2004),,2004,3.6
as8143,delivery: the beast within,,2014,3.6
as8144,daredevil,,2003,3.5
as8145,coming through the rye,,2016,3.6
as8146,cold enough for snow,,1997,3.4
as8147,clockwise,,1986,3.5
as8148,chronofilm,,2021,3.4
as8149,chinese box,,1998,3.5
as815,tandav,,2021,3.5
as8150,carnivorous,,2008,3.6
as8151,cameron's closet,,1989,3.6
as8152,cafe express,,1980,3.5
as8153,boston strangler: the untold story,,2008,3.5
as8154,blue juice,,2000,3.5
as8155,big top evil,,2019,3.5
as8156,"big mommas: like father, like son: casting session",,2011,3.5
as8157,"big mommas: like father, like son (extended cut)",,2011,3.5
as8158,"big mommas: like father, like son",,2011,3.6
as8159,beast within,,2008,3.5
as816,tan,,2021,3.5
as8160,battle of the eagles,,1979,3.6
as8161,back to the rafters,,2021,3.5
as8162,armageddon,,1998,3.5
as8163,any last words?,,2012,3.5
as8164,all marketplaces,,1954,3.5
as8165,a different loyalty,,2005,3.5
as8166,a different kind of christmas,,1996,3.5
as8167,21 grams,,2003,3.5
as8168,13 teen,,2006,3.5
as8169,12 'o' clock,,2021,3.5
as817,tamizh padam 2,,2018,3.6
as8170,(500) days of summer,,2009,3.5
as8171,train,,2009,3.5
as8172,totally trucks - metal monsters,,2006,3.5
as8173,the white countess,,2005,3.4
as8174,the trough,,2018,3.5
as8175,the three musketeers (1974),,1974,3.5
as8176,the skeleton twins,,2014,3.6
as8177,the possession of michael king,,2014,3.5
as8178,the lincoln lawyer (4k uhd),,2011,3.6
as8179,the first time,,2012,3.6
as818,tamara,,2006,3.5
as8180,the discreet charm of the bourgeoisie,,1972,3.6
as8181,the cutter,,2006,3.5
as8182,the burrowers,,2009,3.6
as8183,the blood of heroes,,1990,3.6
as8184,the assignment,,1997,3.6
as8185,tekken,,2011,3.5
as8186,teeth,,2008,3.5
as8187,sweet sunshine,,2020,3.5
as8188,street dogs of south central,,2013,3.6
as8189,star kid,,1998,3.5
as819,tall firs,,2007,3.6
as8190,shoot first and pray you live,,2008,3.6
as8191,salome's last dance,,1988,3.6
as8192,robocop: prime directives-dark justice,,2001,3.5
as8193,ringmaster,,1998,3.5
as8194,replicant,,2001,3.6
as8195,priceless,,2008,3.5
as8196,pet,,2016,3.6
as8197,night skies,,2007,3.6
as8198,mr. church,,2016,3.5
as8199,motives,,2004,3.5
as82,woke up like this,,2017,3.5
as820,tales from the loop,,2020,3.6
as8200,mother's day,,2012,3.6
as8201,mary higgins clark's: all around the town,,2002,3.5
as8202,incognito,,1998,3.6
as8203,i am dragon,,2017,3.5
as8204,high school,,2012,3.5
as8205,hatchet,,2007,3.5
as8206,down the shore,,2013,3.5
as8207,double down,,2020,3.6
as8208,dirty 30,,2016,3.5
as8209,daydream nation,,2010,3.6
as821,taking 5,,2008,3.5
as8210,dance of the dead,,2008,3.5
as8211,crucifixion quake,,2020,3.6
as8212,cross creek,,1983,3.6
as8213,creature from big muddy: an illinois bigfoot legend,,2021,3.5
as8214,chocolate kiss,,2020,3.6
as8215,casual encounters,,2020,3.5
as8216,blue mountain state: the rise of thadland,,2016,3.6
as8217,bayou caviar,,2018,3.5
as8218,attack of the 50 foot cheerleader,,2012,3.6
as8219,attack force,,2006,3.6
as822,take us home: leeds united,,2020,3.6
as8220,alabama moon,,2011,3.6
as8221,a good old fashioned orgy,,2011,3.6
as8222,yoyo,,2021,3.5
as8223,yevanavan,,2017,3.6
as8224,where sleeping dogs lie,,1993,3.4
as8225,unhinged,,2020,3.6
as8226,under crystal lake,,2021,3.5
as8227,torture chamber,,2013,3.5
as8228,too close to home,,1997,3.6
as8229,tokoloshe the calling,,2021,3.5
as823,takatak,,2019,3.6
as8230,thuppakki munai,,2018,3.6
as8231,thotti jaya,,2005,3.6
as8232,the wheel of time,,2021,3.6
as8233,the valachi papers,,1972,3.6
as8234,the unborn (unrated),,2009,3.5
as8235,the unborn,,2009,3.5
as8236,the three stooges,,2000,3.5
as8237,the social network,,2010,3.5
as8238,the shattering,,2021,3.5
as8239,the secret life of the cruise,,2018,3.6
as824,"tad, the lost explorer and the secret of king midas",,2017,3.6
as8240,the preacher and the gun,,2013,3.5
as8241,the perfect blue,,1997,3.6
as8242,the peacock spring,,1996,3.6
as8243,the omen (4k uhd),,2006,3.5
as8244,the omen,,2006,3.4
as8245,the neon dead,,2017,3.5
as8246,the negotiator,,1994,3.5
as8247,the long island incident,,1998,3.5
as8248,the legend of valentino,,1975,3.5
as8249,the legend of the tamworth two,,2004,3.6
as825,t-rex ranch dinosaur adventures,,2021,3.5
as8250,the last circus(english subtitled),,2011,3.4
as8251,the kids are all right,,2010,3.5
as8252,the karma effect,,2021,3.5
as8253,the immortals,,2021,3.6
as8254,the heartthrob,,2021,3.6
as8255,the gardener,,2002,3.5
as8256,the family tree,,2020,3.6
as8257,the boy and the pirates - a family fun fantasy in color!,,1960,3.5
as8258,stuart little 2,,2002,3.6
as8259,stuart little,,1999,3.5
as826,symphony to rushing water,,2017,3.5
as8260,spoken,,2021,3.6
as8261,speak up: empower your ideas,2021-09-04,2021,3.6
as8262,son of sam,,2008,3.5
as8263,smoke screen,,2010,3.5
as8264,sky captain and the world of tomorrow,,2004,3.5
as8265,shuttle,,2009,3.5
as8266,showdown at shelby's shack,,2019,3.5
as8267,she's out of my league,,2010,3.6
as8268,season for love songs,,2018,3.7
as8269,scarecrow county,,2019,3.5
as827,symphony to iceland's gulfoss waterfall,,2017,3.5
as8270,sahara,,1984,3.6
as8271,route 24,,2020,3.5
